539	0.97981
540	0.9832
541	0.9891
542	0.9913
543	0.99482
544	0.99753
545	0.99787
546	0.99853
547	0.99936
548	0.99914
549	1
550	0.99873
551	0.99809
552	0.99416
553	0.99201
554	0.99301
555	0.99032
556	0.98426
557	0.98269
558	0.97875
559	0.97254
560	0.96741
561	0.96362
562	0.9588
563	0.94849
564	0.94597
565	0.93939
566	0.93001
567	0.92507
568	0.9192
569	0.9069
570	0.90086
571	0.89622
572	0.89033
573	0.87639
574	0.86866
575	0.86468
576	0.8504
577	0.84422
578	0.83727
579	0.82368
580	0.81576
581	0.80842
582	0.8018
583	0.78603
584	0.77808
585	0.77324
586	0.75505
587	0.74581
588	0.74107
589	0.73158
590	0.71535
591	0.70826
592	0.69851
593	0.68252
594	0.67587
595	0.66858
596	0.65472
597	0.64773
598	0.64083
599	0.63335
600	0.61947
601	0.6134
602	0.60839
603	0.59497
604	0.58825
605	0.58054
606	0.5694
607	0.56253
608	0.55419
609	0.54847
610	0.53558
611	0.52906
612	0.52527
613	0.51114
614	0.50512
615	0.49925
616	0.48693
617	0.48065
618	0.47708
619	0.46341
620	0.45762
621	0.45024
622	0.44628
623	0.43508
624	0.42982
625	0.42307
626	0.4118
627	0.40911
628	0.40176
629	0.39176
630	0.38574
631	0.38232
632	0.37731
633	0.36767
634	0.36232
635	0.3577
636	0.34878
637	0.34513
638	0.34108
639	0.33223
640	0.32863
641	0.32391
642	0.31677
643	0.31184
644	0.30888
645	0.30514
646	0.29685
647	0.29418
648	0.29069
649	0.28223
650	0.27881
651	0.27573
652	0.26908
653	0.26516
654	0.26306
655	0.25614
656	0.25262
657	0.25003
658	0.24668
659	0.24045
660	0.23734
661	0.23438
662	0.22937
663	0.2268
664	0.22414
665	0.21883
666	0.21527
667	0.21302
668	0.20754
669	0.20522
670	0.20375
671	0.1983
672	0.19686
673	0.19392
674	0.19204
675	0.18757
676	0.18549
677	0.18356
678	0.17933
679	0.17713
680	0.17519
681	0.17099
682	0.1693
683	0.1671
684	0.16419
685	0.16229
686	0.16028
687	0.15769
688	0.15559
689	0.15456
690	0.15285
691	0.14962
692	0.14835
693	0.14644
694	0.14363
695	0.14241
696	0.14109
697	0.13845
698	0.1373
699	0.13559
700	0.13305
701	0.13163
702	0.1305
703	0.12823
704	0.12764
705	0.12571
706	0.12368
707	0.1227
708	0.12158
709	0.12092
710	0.11833
711	0.11735
712	0.11686
713	0.11429
714	0.11359
715	0.11251
716	0.11009
717	0.10923
718	0.10843
719	0.10654
720	0.10527
721	0.10442
722	0.10232
723	0.10134
724	0.10053
725	0.09965
726	0.0984
727	0.09772
728	0.09659
729	0.0964
730	0.09598
731	0.09486
732	0.09449
733	0.094
734	0.09239
735	0.09153
736	0.09151
737	0.09092
738	0.09024
739	0.09004
740	0.08968
741	0.08862
742	0.08823
743	0.08757
744	0.08691
745	0.08613
746	0.08571
747	0.08488
748	0.08496
749	0.08454
750	0.08393
751	0.08307
752	0.08283
753	0.082
754	0.08175
755	0.08092
756	0.0807
757	0.07997
758	0.07985
759	0.07907
760	0.07872
761	0.07885
762	0.07801
763	0.07787
764	0.07735
765	0.07677
766	0.07674
767	0.07645
768	0.07581
769	0.07567
770	0.07523
771	0.07493
772	0.07457
773	0.07462
774	0.07422
775	0.07376
776	0.07361
777	0.07293
778	0.07273
779	0.07264
780	0.07227
781	0.07198
782	0.07185
783	0.07149
784	0.07127
785	0.07127
786	0.07063
787	0.07026
788	0.07051
789	0.06982
790	0.06985
791	0.06958
792	0.06921
793	0.06919
794	0.06899
795	0.06877
796	0.06858
797	0.0685
798	0.06809
799	0.06797
800	0.0677
801	0.06753
802	0.06718
803	0.06726
804	0.06699
805	0.06691
806	0.06696
807	0.06667
808	0.06643
809	0.06628
810	0.06606
811	0.06608
812	0.06603
813	0.06596
814	0.06542
815	0.06569
816	0.06552
817	0.06542
818	0.0654
819	0.06491
820	0.06489
962	0.06056
963	0.06046
964	0.06046
965	0.06031
966	0.06056
967	0.06061
968	0.06058
