350	0.06056
351	0.06046
352	0.06066
353	0.0607
354	0.06061
355	0.06053
356	0.06075
357	0.06061
358	0.06068
359	0.06058
360	0.06061
361	0.06044
362	0.06063
363	0.06051
364	0.06053
365	0.06068
366	0.06046
367	0.06066
368	0.06058
369	0.06048
370	0.06063
371	0.06048
372	0.06053
373	0.06046
374	0.06058
375	0.06046
376	0.06063
377	0.06063
378	0.06061
379	0.06041
380	0.06044
381	0.06044
382	0.06046
383	0.06053
384	0.06046
385	0.06041
386	0.06041
387	0.06068
388	0.06056
389	0.06051
390	0.06053
391	0.06041
392	0.06046
393	0.06056
394	0.06046
395	0.06034
396	0.06051
397	0.06034
398	0.06036
399	0.06051
400	0.06036
401	0.06041
402	0.06056
403	0.06053
404	0.06039
405	0.06051
406	0.06046
407	0.06046
408	0.06053
409	0.06056
410	0.06056
411	0.06061
412	0.06053
413	0.06058
414	0.06056
415	0.06078
416	0.06061
417	0.06063
418	0.06058
419	0.06073
420	0.061
421	0.06102
422	0.06085
423	0.06092
424	0.06107
425	0.06119
426	0.06136
427	0.06154
428	0.06161
429	0.06176
430	0.06183
431	0.06205
432	0.06212
433	0.06256
434	0.06256
435	0.06305
436	0.06322
437	0.06357
438	0.06398
439	0.06457
440	0.06489
441	0.06545
442	0.06616
443	0.06652
444	0.06687
445	0.06762
446	0.06843
447	0.06946
448	0.06973
449	0.07046
450	0.07215
451	0.07303
452	0.07369
453	0.07618
454	0.0766
455	0.07804
456	0.07894
457	0.08139
458	0.0831
459	0.08437
460	0.08765
461	0.08975
462	0.09144
463	0.09359
464	0.09564
465	0.10024
466	0.10315
467	0.10862
468	0.11163
469	0.11432
470	0.11813
471	0.12182
472	0.12987
473	0.13407
474	0.13808
475	0.14774
476	0.15194
477	0.15786
478	0.17031
479	0.17632
480	0.18204
481	0.18928
482	0.20353
483	0.21013
484	0.21874
485	0.23561
486	0.24328
487	0.25287
488	0.26238
489	0.28125
490	0.29259
491	0.30203
492	0.32384
493	0.33474
494	0.34601
495	0.35719
496	0.38044
497	0.39173
498	0.40462
499	0.4298
500	0.44258
501	0.45583
502	0.46921
503	0.49632
504	0.51018
505	0.52321
506	0.55082
507	0.56448
508	0.57785
509	0.59177
510	0.62137
511	0.63531
512	0.65073
513	0.67672
514	0.68961
515	0.70249
516	0.71765
517	0.74122
518	0.75444
519	0.76625
520	0.79104
521	0.80468
522	0.81378
523	0.82647
524	0.84686
525	0.85676
526	0.86727
527	0.88575
528	0.89289
529	0.90201
530	0.91157
531	0.92697
532	0.93421
533	0.9391
534	0.95262
535	0.95795
536	0.96022
537	0.96479
538	0.97629
